username,attempts,last_activity,pw_hash,dob_hash
player1,0,1563716746.064948,0352609ef0f8cb5ba23fd6bb6a24400f5c41f573cb7f03105ced2899b508682a,12d47138de0c061e70dd09cc2922f642b1e09e70f956eb8d723340f476be081f
